,Date,Region,Country,Title,Content,URL
62,10/10/2014,WCA,Across WCA,Ebola is 'entrenched and accelerating' in West Africa,"WHO has warned that Ebola is now entrenched in the capital cities of all three worst-affected countries and is accelerating in almost all settings. WHO deputy head Bruce Aylward warned that the world's response was not keeping up with the disease in Guinea, Liberia and Sierra Leone. Speaking on Thursday, Mr Aylward said the situation was worse than it was 12 days ago. ""The disease is entrenched in the capitals, 70% of the people affected are definitely dying from this disease, and it is accelerating in almost all of the settings,"" he said.",
63,10/10/2014,WCA,Across WCA,EU and UNICEF partner to air-lift vital equipment in the fight against Ebola,"The European Union is helping to deliver nearly 100 metric tons of aid to regions in the three countries in West Africa hit hardest by the Ebola virus. The European Commission's Humanitarian aid department has made €1 million available to UNICEF in order to transport these vital supplies to help our partner in their efforts to stop the spread of the epidemic. The first of several flights has left today from Amsterdam's Schiphol airport, providing medical isolation equipment and sanitation materials to health centres and families in Sierra Leone. Additional flights will be taking off in the coming weeks to Liberia and Guinea",
64,10/10/2014,WCA,CAR,Peacekeeper Killed in C. African Republic,"A U.N. peacekeeper from Pakistan was killed in a crash in Central African Republic after a convoy was attacked in the capital, Bangui. The death is the first since the U.N. took over peacekeeping duties on Sept. 15. Soldiers from the French and U.N. peacekeeping mission patrolled the KM-5 area, witnesses said. The ambush, however, occurred in the KM-11 neighborhood on the outskirts of the city.",
65,10/10/2014,WCA,CAR,"Eight killed, 25 wounded in fighting","Gunfire and explosions rang out in Bangui on Thursday in fighting that has left at least eight dead and 25 wounded. The violence began on Tuesday when a Muslim man was lynched, decapitated and torched by a mob who accused him of lobbing a grenade into a crowd. Muslims in KM-5 killed a taxi driver in revenge. The unrest also included two days of demonstrations outside the headquarters of the U.N. mission in the country, the spokeswoman said, adding that the head of the mission, General Babacar Gaye, condemned the violence and called for dialogue.",
66,07/30/2014,GENERAL,Across Regions ,Heightened HIV risk for people with disabilities,"Inaccessible health services for people with disabilities (PWD), combined with social stigma and violence, contribute to high HIV risk - a gap that must be filled if the disabled are not to remain disproportionately vulnerable to HIV/AIDS, say health experts and activists. Globally there are an estimated one billion people living with a mental or physical disability, according to WHO. Many live in low- or middle-income countries and have poorer health and little formal education compared to the general population. The 2014 “Gap Report” published by the Joint UN Programme on HIV/AIDS (UNAIDS) listed PWD as one of the key populations “left behind” in the global HIV response. ",
67,07/30/2014,CEE/CIS,Across CEE/CIS,Belarus will host talks between Russia and Ukraine ,"Belarusian President Alexander Lukashenko announced that Belarus would host talks between Russia and Ukraine, mediated by the Organisation for Security and Cooperation in Europe (OSCE). The issued statement did not specify when the talks would take place, but stated they would specifically tackle the issue of securing the crash site of Malaysian Airlines Flight 17. The chances of a diplomatic breakthrough remain low and representatives of the pro-Russian separatist leadership have not been invited to attend.",
68,07/30/2014,CEE/CIS,Ukraine,UNHCR provides humanitarian assistance to Slavyansk,"UNHCR continued to distribute humanitarian aid to the most vulnerable returnees in Slavyansk, Donetsk region. 12 tons of personal hygienic items for different age and gender categories along with kitchen sets will be provided to those who have lost their houses and property in the city, heavily affected by major displacement after the recent conflict and crossfire. According to various estimates, more than half of the city population fled their homes since the beginning of the conflict. Some 15,000 persons of them are reportedly returned to Slavyansk during July.",
69,07/30/2014,CEE/CIS,Ukraine,Fleeing Ukrainians turn seaside resorts into refugee camps,"With their sunburnt backs, flip-flops and baseball caps, the families lolling about the Ukrainian resort town of Sjedove on the Azov Sea could be mistaken for holidaymakers. But they are all refugees, fleeing the deadly combat in east Ukraine as the fighting has escalated in recent days and come closer and closer to large cities. The run-down hotels in the town, around 150 km south of Donetsk, usually serve coal miners on holiday from the Donbass region, Ukraine's industrial heartland. Now they are filled with some 1,200 displaced people escaping more than three months of clashes between pro-Russian rebels and Ukraine's army.",
70,07/30/2014,CEE/CIS,Ukraine,More US reconstruction aid to go to parts of eastern regions,"The US Vice President told the Ukrainian Prime Minister that the United States would provide almost $7 million in reconstruction aid to parts of eastern Ukraine, including $1 million in new support, the White House said. The aid includes contributions to the Red Cross and UNHCR for medical aid, access to drinking water, and small rebuilding projects, the White House said.",
71,07/30/2014,CEE/CIS,Ukraine,Artillery shelling hits central Donetsk,"Artillery fire hit central Donetsk in eastern Ukraine on 29 July, killing at least one person in the rebel-held city as government forces pressed their military campaign against pro-Russian separatists. A witness saw the body of a dead man lying in rubble behind a badly damaged 10-storey residential building close to the city centre after the shelling. The Ukrainian forces have been steadily advancing after driving the rebels out of other towns and back into their two main strongholds, the cities of Donetsk and Luhansk.",
72,07/30/2014,CEE/CIS,Ukraine,Ukraine says 17 killed by shelling in Gorlivka,"Seventeen people including three children were killed in the past 24 hours by shelling in Ukraine's rebel-held stronghold of Gorlivka, local Ukrainian officials said on 29 July. A statement said that 43 people were also wounded in the city which was observing three days of mourning for 13 civilians including 2 children killed on 27 July by Grad rockets.",
73,07/30/2014,EAP,Cambodia,Cambodia court begins genocide trial of Khmer Rouge leaders,"Cambodia's UN-backed Khmer Rouge court on July 30 began a second trial of two former regime leaders on charges including genocide of Vietnamese people and ethnic Muslims, forced marriages and rape. The complex case of the regime's two most senior surviving leaders has been split into a series of smaller trials, initially focusing on the forced evacuation of people into rural labour camps and related crimes against humanity.",
